"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Bnip2"	0.981464181846422	0.494602266254028	1.08100851804611	0.457537806591948	0.647284534547231	0.994490002626217
"Bnip3"	0	NA	NA	NA	NA	NA
"Bnip3l"	0.728237657560985	0.783104676915707	0.954303184554693	0.820603650485697	0.411872067675701	0.994490002626217
"Bnipl"	0	NA	NA	NA	NA	NA
"Boc"	0	NA	NA	NA	NA	NA
"Bod1"	1.04624387837502	-0.502961014499406	1.06016588919563	-0.474417277168777	0.635202375041467	0.994490002626217
"Bod1l"	0.78351431215728	-0.971090850541089	1.01225764570846	-0.959331702415977	0.337391669436303	0.994490002626217
"Bok"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"Bola1"	0	NA	NA	NA	NA	NA
"Bola2"	1.5054754520714	-0.473357198044275	1.14026545488365	-0.415128947401616	0.678047509457995	0.994490002626217
"Bola3"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"Boll"	0	NA	NA	NA	NA	NA
"Bop1"	2.29446521630008	-0.231632388236064	1.14085628676197	-0.203033800947438	0.839108613050651	0.994490002626217
"Bora"	0.48871829599276	0.642380467914548	0.899991660031356	0.713762689636665	0.475373934405247	0.994490002626217
"Bpgm"	1.0054754520714	-0.0294836117096884	1.10511269661804	-0.0266792805837059	0.97871553894873	0.994490002626217
"Bphl"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"Bpi"	0	NA	NA	NA	NA	NA
"Bpifa1"	0	NA	NA	NA	NA	NA
"Bpifa2"	0	NA	NA	NA	NA	NA
"Bpifa3"	0	NA	NA	NA	NA	NA
"Bpifa5"	0	NA	NA	NA	NA	NA
"Bpifa6"	0	NA	NA	NA	NA	NA
"Bpifb1"	0	NA	NA	NA	NA	NA
"Bpifb2"	0	NA	NA	NA	NA	NA
"Bpifb3"	0	NA	NA	NA	NA	NA
"Bpifb4"	0	NA	NA	NA	NA	NA
"Bpifb5"	0	NA	NA	NA	NA	NA
"Bpifb6"	0	NA	NA	NA	NA	NA
"Bpifb9a"	0	NA	NA	NA	NA	NA
"Bpifb9b"	0	NA	NA	NA	NA	NA
"Bpifc"	0	NA	NA	NA	NA	NA
"Bpnt1"	0.48871829599276	0.642380467914548	0.899991660031356	0.713762689636665	0.475373934405247	0.994490002626217
"Bptf"	4.7638466285638	0.0553489506877144	1.03463970676086	0.0534958694568131	0.957336821634743	0.994490002626217
"Braf"	1.49419374806416	0.41387767716148	1.14097296911487	0.362741001202294	0.716798368278819	0.994490002626217
"Brap"	1.48549177170732	-0.391830279201972	1.11167218471284	-0.352469266201156	0.724486363468507	0.994490002626217
"Brat1"	0.76675715607864	-0.955791728593918	1.00811745663292	-0.948095603647451	0.343080786172652	0.994490002626217
"Brca1"	2.45809970825648	1.01017816238316	1.14352502307691	0.883389643424723	0.377025784463001	0.994490002626217
"Brca2"	2.52368047036054	-0.0496453020905438	1.13197161343545	-0.0438573737197117	0.965018093427824	0.994490002626217
"Brcc3"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"Brd1"	2.54446521630008	-0.389705106208913	1.13230896627277	-0.344168524507677	0.730719551782496	0.994490002626217
"Brd2"	8.49562680718081	0.786715051294406	0.905069333351218	0.869231806121881	0.384720353880721	0.994490002626217
"Brd3"	3.50514465220696	0.218495723633407	1.09102347864703	0.200266747608734	0.84127196728198	0.994490002626217
"Brd4"	5.95374131853114	0.504379274450275	0.999965125596342	0.504396864990148	0.613982520637149	0.994490002626217
"Brd7"	2.25772437985736	-0.217626768460743	1.14078307748424	-0.190769632506009	0.848706081460066	0.994490002626217
"Brd8"	2.74564161027466	0.432804848788037	1.12447439556187	0.384895245722136	0.700315028434981	0.994490002626217
"Brd9"	0.509503041932302	-0.0241722660708255	0.904066482705125	-0.0267372660454106	0.97866928974255	0.994490002626217
"Brdt"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"Bre"	0.742745885853662	-0.258111784252507	0.993967608611266	-0.259678265183239	0.795111959508788	0.994490002626217
"Brf1"	1.0054754520714	-0.0294836117096884	1.10511269661804	-0.0266792805837059	0.97871553894873	0.994490002626217
"Brf2"	0	NA	NA	NA	NA	NA
"Bri3"	0	NA	NA	NA	NA	NA
"Bri3bp"	1.71292836369284	1.06168969950465	1.13990625516033	0.931383343760426	0.351655303669056	0.994490002626217
"Bricd5"	0	NA	NA	NA	NA	NA
"Brinp1"	0	NA	NA	NA	NA	NA
"Brinp2"	0	NA	NA	NA	NA	NA
"Brinp3"	0	NA	NA	NA	NA	NA
"Brip1"	0.492745885853662	-0.00935000009991939	0.896060554975212	-0.0104345627625334	0.99167457455218	0.994490002626217
"Brix1"	4.48740989962885	0.172786888359049	1.05280561381177	0.164120409401561	0.869636355283185	0.994490002626217
"Brk1"	2.55799584809328	-0.38794786616373	1.1374003673281	-0.34108294432423	0.733041140645244	0.994490002626217
"Brms1"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"Brms1l"	0.762729566217738	-0.300684338230758	1.03544930190582	-0.290390208074241	0.771517733951552	0.994490002626217
"Brox"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"Brpf1"	1.99822133792506	-0.40654392169045	1.14544799838668	-0.354921325335634	0.722648531899279	0.994490002626217
"Brpf3"	0.991944820278197	-0.0100766043453478	1.05254522562645	-0.00957355950130358	0.992361521363794	0.994490002626217
"Brs3"	0	NA	NA	NA	NA	NA
"Brsk1"	0	NA	NA	NA	NA	NA
"Brsk2"	0	NA	NA	NA	NA	NA
"Brwd1"	2.25369678999646	0.132660658650466	1.13949911933278	0.116420150221919	0.907319566411293	0.994490002626217
"Brwd3"	0.758701976356837	0.222880105605586	0.998021773760447	0.223321886821964	0.823284994148702	0.994490002626217
"Bscl2"	0.48871829599276	0.642380467914548	0.899991660031356	0.713762689636665	0.475373934405247	0.994490002626217
"Bsdc1"	0	NA	NA	NA	NA	NA
"Bsg"	5.07764872859292	-0.0731852963913217	1.03623548569988	-0.0706261244681189	0.94369531800692	0.994490002626217
"Bsn"	0	NA	NA	NA	NA	NA
"Bsnd"	0	NA	NA	NA	NA	NA
"Bsph1"	0	NA	NA	NA	NA	NA
"Bsph2"	0	NA	NA	NA	NA	NA
"Bspry"	0	NA	NA	NA	NA	NA
"Bst1"	0	NA	NA	NA	NA	NA
"Bst2"	0.5	-0.569152348835295	0.859179169557337	-0.662437322739717	0.507690990953801	0.994490002626217
"Bsx"	0	NA	NA	NA	NA	NA
"Btaf1"	3.01562529063874	0.245631683736025	1.11643054535735	0.22001519463748	0.825859321025452	0.994490002626217
"Btbd1"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"Btbd10"	0.48871829599276	0.642380467914548	0.899991660031356	0.713762689636665	0.475373934405247	0.994490002626217
"Btbd11"	0	NA	NA	NA	NA	NA
"Btbd16"	0	NA	NA	NA	NA	NA
"Btbd17"	0	NA	NA	NA	NA	NA
"Btbd18"	0	NA	NA	NA	NA	NA
"Btbd19"	0.735491771707323	0.232558752637418	0.991672245754214	0.234511708513679	0.814587744519992	0.994490002626217
"Btbd2"	1.02626019801094	-0.553281927465273	1.08737896648934	-0.508821620167598	0.610877263492023	0.994490002626217
"Btbd3"	0.492745885853662	-0.00935000009991939	0.896060554975212	-0.0104345627625334	0.99167457455218	0.994490002626217
"Btbd6"	0	NA	NA	NA	NA	NA
"Btbd7"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"Btbd8"	0	NA	NA	NA	NA	NA
"Btbd9"	0.53351431215728	-0.601574779507629	0.875589563373812	-0.687051107815456	0.492050522706881	0.994490002626217
"Btc"	0	NA	NA	NA	NA	NA
"Btd"	0	NA	NA	NA	NA	NA
"Btf3"	1.96695595355375	0.32592850170982	1.14435177475974	0.284814957164942	0.775785912467043	0.994490002626217
"Btf3l4"	0	NA	NA	NA	NA	NA
"Btg1"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"Btg2"	1.26272956621774	-0.744949114380463	1.11399462948173	-0.668718766379549	0.503674894104577	0.994490002626217
"Btg3"	0	NA	NA	NA	NA	NA
"Btg4"	0	NA	NA	NA	NA	NA
"Btk"	0	NA	NA	NA	NA	NA
"Btla"	0	NA	NA	NA	NA	NA
"Btn1a1"	0	NA	NA	NA	NA	NA
"Btn2a2"	0	NA	NA	NA	NA	NA
"Btnl1"	0	NA	NA	NA	NA	NA
"Btnl10"	0	NA	NA	NA	NA	NA
"Btnl2"	0	NA	NA	NA	NA	NA
"Btnl4"	0	NA	NA	NA	NA	NA
"Btnl5-ps"	0	NA	NA	NA	NA	NA
"Btnl6"	0	NA	NA	NA	NA	NA
"Btnl9"	0	NA	NA	NA	NA	NA
"Btrc"	0.512729566217738	-0.0212695212088554	0.905571275495143	-0.023487407103572	0.981261483390953	0.994490002626217
"Bub1"	3.04043762643918	-0.352031186164194	1.11290621149075	-0.316317028811119	0.751761887105621	0.994490002626217
"Bub1b"	3.46114970161791	0.497878752387645	1.10352310374334	0.451172024127774	0.651865570988135	0.994490002626217
"Bub3"	2.73211097848146	0.435880821235832	1.12938980297073	0.385943648587316	0.699538403334635	0.994490002626217
"Bud13"	0.995972410139099	-0.46838858981054	1.05219309196479	-0.445154595090438	0.656208036875214	0.994490002626217
"Bud31"	0.492745885853662	-0.00935000009991939	0.896060554975212	-0.0104345627625334	0.99167457455218	0.994490002626217
"Bves"	0	NA	NA	NA	NA	NA
"Bysl"	1.25224892778596	-0.251698340434634	1.11416224857486	-0.225908157233458	0.821272853265988	0.994490002626217
"Bzrap1"	0	NA	NA	NA	NA	NA
"Bzw1"	6.51754341856026	0.281557320388647	0.960684792819077	0.293079813996464	0.769461145746088	0.994490002626217
"Bzw2"	5.01062010427836	-0.0527940811185591	1.0227590799337	-0.0516192739369094	0.958832061431845	0.994490002626217
"C030006K11Rik"	0	NA	NA	NA	NA	NA
"C030007H22Rik"	0	NA	NA	NA	NA	NA
"C030013G03Rik"	0	NA	NA	NA	NA	NA
"C030016D13Rik"	0	NA	NA	NA	NA	NA
"C030018K13Rik"	0	NA	NA	NA	NA	NA
"C030023E24Rik"	0	NA	NA	NA	NA	NA
"C030029H02Rik"	0	NA	NA	NA	NA	NA
"C030034I22Rik"	0	NA	NA	NA	NA	NA
"C030034L19Rik"	0	NA	NA	NA	NA	NA
"C030037D09Rik"	0	NA	NA	NA	NA	NA
"C030039L03Rik"	0	NA	NA	NA	NA	NA
"C030046E11Rik"	0.779486722296378	-0.281002419168208	1.00370115716018	-0.279966220187752	0.779503421308016	0.994490002626217
"C130021I20Rik"	0	NA	NA	NA	NA	NA
"C130026I21Rik"	0	NA	NA	NA	NA	NA
"C130026L21Rik"	0	NA	NA	NA	NA	NA
"C130030K03Rik"	0	NA	NA	NA	NA	NA
"C130036L24Rik"	0	NA	NA	NA	NA	NA
"C130046K22Rik"	0	NA	NA	NA	NA	NA
"C130050O18Rik"	0	NA	NA	NA	NA	NA
"C130060C02Rik"	0	NA	NA	NA	NA	NA
"C130060K24Rik"	0	NA	NA	NA	NA	NA
"C130071C03Rik"	0	NA	NA	NA	NA	NA
"C130074G19Rik"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"C130079G13Rik"	0	NA	NA	NA	NA	NA
"C130080G10Rik"	0	NA	NA	NA	NA	NA
"C130083M11Rik"	0	NA	NA	NA	NA	NA
"C1d"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"C1galt1"	0	NA	NA	NA	NA	NA
"C1galt1c1"	0	NA	NA	NA	NA	NA
"C1qa"	0	NA	NA	NA	NA	NA
"C1qb"	0	NA	NA	NA	NA	NA
"C1qbp"	4.50739357999292	0.169107107894116	1.04606795190252	0.161659773236103	0.871573784079344	0.994490002626217
"C1qc"	0	NA	NA	NA	NA	NA
"C1ql1"	0	NA	NA	NA	NA	NA
"C1ql2"	0	NA	NA	NA	NA	NA
"C1ql3"	0	NA	NA	NA	NA	NA
"C1ql4"	0	NA	NA	NA	NA	NA
"C1qtnf1"	0	NA	NA	NA	NA	NA
"C1qtnf2"	0	NA	NA	NA	NA	NA
"C1qtnf3"	0	NA	NA	NA	NA	NA
"C1qtnf4"	0	NA	NA	NA	NA	NA
"C1qtnf5"	0	NA	NA	NA	NA	NA
"C1qtnf6"	0	NA	NA	NA	NA	NA
"C1qtnf7"	0	NA	NA	NA	NA	NA
"C1qtnf9"	0	NA	NA	NA	NA	NA
"C1ra"	0	NA	NA	NA	NA	NA
"C1rb"	0	NA	NA	NA	NA	NA
"C1rl"	0	NA	NA	NA	NA	NA
"C1s1"	0	NA	NA	NA	NA	NA
"C1s2"	0	NA	NA	NA	NA	NA
"C2"	0	NA	NA	NA	NA	NA
"C230004F18Rik"	0	NA	NA	NA	NA	NA
"C230024C17Rik"	0	NA	NA	NA	NA	NA
"C230029M16"	0	NA	NA	NA	NA	NA
"C230035I16Rik"	0	NA	NA	NA	NA	NA
"C230037L18Rik"	0	NA	NA	NA	NA	NA
"C230052I12Rik"	0	NA	NA	NA	NA	NA
"C230079O03Rik"	0	NA	NA	NA	NA	NA
"C230091D08Rik"	0	NA	NA	NA	NA	NA
"C2cd2"	0	NA	NA	NA	NA	NA
"C2cd2l"	0	NA	NA	NA	NA	NA
"C2cd3"	0.7554754520714	0.247495897011389	1.03354348748618	0.239463457520648	0.810746228925729	0.994490002626217
"C2cd4a"	0	NA	NA	NA	NA	NA
"C2cd4b"	0	NA	NA	NA	NA	NA
"C2cd4c"	0	NA	NA	NA	NA	NA
"C2cd4d"	0	NA	NA	NA	NA	NA
"C2cd5"	0.73871829599276	0.263419772889026	1.0295135912048	0.255868183906884	0.798052622568172	0.994490002626217
"C3"	0	NA	NA	NA	NA	NA
"C330006A16Rik"	0.51675715607864	-0.681908688375413	0.914200304015763	-0.745907308693757	0.455723409897999	0.994490002626217
"C330007P06Rik"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"C330011F03Rik"	0	NA	NA	NA	NA	NA
"C330013E15Rik"	0	NA	NA	NA	NA	NA
"C330013F16Rik"	0	NA	NA	NA	NA	NA
"C330018D20Rik"	0	NA	NA	NA	NA	NA
"C330021F23Rik"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"C330022C24Rik"	0	NA	NA	NA	NA	NA
"C330024C12Rik"	0	NA	NA	NA	NA	NA
"C330024D21Rik"	0	NA	NA	NA	NA	NA
"C330027C09Rik"	0.734690706131859	0.91117025130977	0.998459603752856	0.912575979924479	0.361465592104564	0.994490002626217
"C330046G13Rik"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"C3ar1"	0	NA	NA	NA	NA	NA
"C430002E04Rik"	0.512729566217738	-0.0212695212088554	0.905571275495143	-0.023487407103572	0.981261483390953	0.994490002626217
"C430002N11Rik"	0	NA	NA	NA	NA	NA
"C430049B03Rik"	0	NA	NA	NA	NA	NA
"C4a"	0	NA	NA	NA	NA	NA
"C4b"	0	NA	NA	NA	NA	NA
"C4bp"	0	NA	NA	NA	NA	NA
"C4bp-ps1"	0	NA	NA	NA	NA	NA
"C530005A16Rik"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"C530008M17Rik"	0	NA	NA	NA	NA	NA
"C530044C16Rik"	0	NA	NA	NA	NA	NA
"C5ar1"	0	NA	NA	NA	NA	NA
"C5ar2"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"C6"	0	NA	NA	NA	NA	NA
"C630028M04Rik"	0	NA	NA	NA	NA	NA
"C630031E19Rik"	0	NA	NA	NA	NA	NA
"C630043F03Rik"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"C7"	0	NA	NA	NA	NA	NA
"C730002L08Rik"	0	NA	NA	NA	NA	NA
"C730027H18Rik"	0	NA	NA	NA	NA	NA
"C730036E19Rik"	0	NA	NA	NA	NA	NA
"C77080"	3.19986799761067	1.40020678313203	1.1188982642434	1.25141563614709	0.210782875483252	0.994490002626217
"C77370"	1.51820501828914	-0.0409687152874529	1.14146476287118	-0.0358913534784924	0.971368990351619	0.994490002626217
"C78339"	0	NA	NA	NA	NA	NA
"C86187"	0	NA	NA	NA	NA	NA
"C86695"	0	NA	NA	NA	NA	NA
"C87198"	0	NA	NA	NA	NA	NA
"C87414"	0	NA	NA	NA	NA	NA
"C87436"	0	NA	NA	NA	NA	NA
"C87499"	0	NA	NA	NA	NA	NA
"C87977"	0	NA	NA	NA	NA	NA
"C8a"	0	NA	NA	NA	NA	NA
"C8b"	0	NA	NA	NA	NA	NA
"C8g"	0	NA	NA	NA	NA	NA
"C9"	0	NA	NA	NA	NA	NA
"C920006O11Rik"	0	NA	NA	NA	NA	NA
"C920009B18Rik"	0	NA	NA	NA	NA	NA
"C920021L13Rik"	0	NA	NA	NA	NA	NA
"C920025E04Rik"	0	NA	NA	NA	NA	NA
"CK137956"	0	NA	NA	NA	NA	NA
"Caap1"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"Cab39"	0.758701976356837	0.222880105605586	0.998021773760447	0.223321886821964	0.823284994148702	0.994490002626217
"Cab39l"	0.742745885853662	-0.258111784252507	0.993967608611266	-0.259678265183239	0.795111959508788	0.994490002626217
"Cabin1"	1.74419374806416	0.170143238339595	1.14562704683693	0.148515381868261	0.881936047593624	0.994490002626217
"Cables1"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"Cables2"	0.48871829599276	0.642380467914548	0.899991660031356	0.713762689636665	0.475373934405247	0.994490002626217
"Cabp1"	0	NA	NA	NA	NA	NA
"Cabp2"	0	NA	NA	NA	NA	NA
"Cabp4"	0	NA	NA	NA	NA	NA
"Cabp5"	0	NA	NA	NA	NA	NA
"Cabp7"	0	NA	NA	NA	NA	NA
"Cabs1"	0	NA	NA	NA	NA	NA
"Cabyr"	0	NA	NA	NA	NA	NA
"Cacfd1"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"Cachd1"	0.485491771707323	0.559823580986157	0.857424599908716	0.652912898750231	0.513812432848376	0.994490002626217
"Cacna1a"	0.80027146823592	-0.856257483948942	0.97636154590833	-0.876988127540754	0.380493086722783	0.994490002626217
"Cacna1b"	0	NA	NA	NA	NA	NA
"Cacna1c"	0	NA	NA	NA	NA	NA
"Cacna1d"	0	NA	NA	NA	NA	NA
"Cacna1e"	0	NA	NA	NA	NA	NA
"Cacna1f"	0	NA	NA	NA	NA	NA
"Cacna1g"	0	NA	NA	NA	NA	NA
"Cacna1h"	0.53351431215728	-0.601574779507629	0.875589563373812	-0.687051107815456	0.492050522706881	0.994490002626217
"Cacna1i"	0	NA	NA	NA	NA	NA
"Cacna1s"	0	NA	NA	NA	NA	NA
"Cacna2d1"	0	NA	NA	NA	NA	NA
"Cacna2d2"	0	NA	NA	NA	NA	NA
"Cacna2d3"	0	NA	NA	NA	NA	NA
"Cacna2d4"	0	NA	NA	NA	NA	NA
"Cacnb1"	0	NA	NA	NA	NA	NA
"Cacnb2"	0	NA	NA	NA	NA	NA
"Cacnb3"	0.492745885853662	-0.00935000009991939	0.896060554975212	-0.0104345627625334	0.99167457455218	0.994490002626217
"Cacnb4"	0	NA	NA	NA	NA	NA
"Cacng1"	0	NA	NA	NA	NA	NA
"Cacng2"	0	NA	NA	NA	NA	NA
"Cacng3"	0	NA	NA	NA	NA	NA
"Cacng4"	0	NA	NA	NA	NA	NA
"Cacng5"	0	NA	NA	NA	NA	NA
"Cacng6"	0	NA	NA	NA	NA	NA
"Cacng7"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"Cacng8"	0	NA	NA	NA	NA	NA
"Cactin"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"Cacul1"	1.23469070613186	0.206358055329987	1.11264578974428	0.185466082047022	0.852863481327243	0.994490002626217
"Cacybp"	4.99853733469566	0.582028565754155	1.02901752961045	0.565615792740181	0.571654989686223	0.994490002626217
"Cad"	13.8326391118595	-0.473634202817978	0.771693402501079	-0.613759559538693	0.539374224325408	0.994490002626217
"Cadm1"	2.81202343795418	-0.835321873113637	1.1375875009109	-0.734292414820638	0.462770539826884	0.994490002626217
"Cadm2"	0	NA	NA	NA	NA	NA
"Cadm3"	0	NA	NA	NA	NA	NA
"Cadm4"	0	NA	NA	NA	NA	NA
"Cadps"	0	NA	NA	NA	NA	NA
"Cadps2"	0.492745885853662	-0.00935000009991939	0.896060554975212	-0.0104345627625334	0.99167457455218	0.994490002626217
"Cage1"	0	NA	NA	NA	NA	NA
"Calb1"	0	NA	NA	NA	NA	NA
"Calb2"	0	NA	NA	NA	NA	NA
"Calca"	0	NA	NA	NA	NA	NA
"Calcb"	0	NA	NA	NA	NA	NA
"Calcoco1"	0.776260198010941	-0.283961949849769	1.002871789196	-0.283148806167357	0.777062769813487	0.994490002626217
"Calcoco2"	2.95632104618154	1.73919757790808	1.13676706016208	1.52995071625325	0.126028928375842	0.994490002626217
"Calcr"	0	NA	NA	NA	NA	NA
"Calcrl"	0	NA	NA	NA	NA	NA
"Cald1"	0.76675715607864	-0.955791728593918	1.00811745663292	-0.948095603647451	0.343080786172652	0.994490002626217
"Calhm1"	0	NA	NA	NA	NA	NA
"Calhm2"	0	NA	NA	NA	NA	NA
"Calm1"	4.57862632509239	-0.286395069382325	1.05714184384271	-0.270914514500039	0.786456781393093	0.994490002626217
"Calm2"	1.73146418184642	-0.204873046107899	1.13940165326218	-0.17980757314274	0.857303638012886	0.994490002626217
"Calm3"	3.79348761980061	-0.439877544890166	1.09066148308818	-0.403312624229347	0.686718255825981	0.994490002626217
"Calm4"	0	NA	NA	NA	NA	NA
"Calm5"	0	NA	NA	NA	NA	NA
"Calml3"	0	NA	NA	NA	NA	NA
"Calml4"	0	NA	NA	NA	NA	NA
"Caln1"	0	NA	NA	NA	NA	NA
"Calr"	17.3662928898633	-0.109752653074434	0.69285681805328	-0.158405965294252	0.874136913502309	0.994490002626217
"Calr3"	0	NA	NA	NA	NA	NA
"Calr4"	0	NA	NA	NA	NA	NA
"Calu"	5.27092421178613	-0.158618634819854	1.0174079176728	-0.155904659345168	0.876108172595371	0.994490002626217
"Caly"	0	NA	NA	NA	NA	NA
"Camk1"	0	NA	NA	NA	NA	NA
"Camk1d"	0.737917230417296	0.791448615396596	0.957277202646372	0.826770566779041	0.408367115646606	0.994490002626217
"Camk1g"	0	NA	NA	NA	NA	NA
"Camk2a"	0	NA	NA	NA	NA	NA
"Camk2b"	0	NA	NA	NA	NA	NA
"Camk2d"	0	NA	NA	NA	NA	NA
"Camk2g"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"Camk2n1"	0.509503041932302	-0.0241722660708255	0.904066482705125	-0.0267372660454106	0.97866928974255	0.994490002626217
"Camk2n2"	0	NA	NA	NA	NA	NA
"Camk4"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"Camkk1"	0	NA	NA	NA	NA	NA
"Camkk2"	1.27948672229638	-0.76471042261019	1.11749276416542	-0.684309059648631	0.49378002736037	0.994490002626217
"Camkmt"	0	NA	NA	NA	NA	NA
"Camkv"	0	NA	NA	NA	NA	NA
"Caml"	0.51675715607864	-0.681908688375413	0.914200304015763	-0.745907308693757	0.455723409897999	0.994490002626217
"Camp"	0	NA	NA	NA	NA	NA
"Camsap1"	0.73871829599276	0.263419772889026	1.0295135912048	0.255868183906884	0.798052622568172	0.994490002626217
"Camsap2"	0.991944820278197	-0.0100766043453478	1.05254522562645	-0.00957355950130358	0.992361521363794	0.994490002626217
"Camsap3"	1.98693963391782	0.345203353213806	1.14494457465487	0.301502239370725	0.763031542636362	0.994490002626217
"Camta1"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"Camta2"	0.745972410139099	-0.255182481119857	0.994855377597309	-0.256502087505575	0.797563168751199	0.994490002626217
"Cand1"	4.03963656086371	-0.533903639887402	1.08171077879611	-0.493573375021379	0.62160750808189	0.994490002626217
"Cand2"	0.762729566217738	-0.300684338230758	1.03544930190582	-0.290390208074241	0.771517733951552	0.994490002626217
"Cant1"	0.51675715607864	-0.681908688375413	0.914200304015763	-0.745907308693757	0.455723409897999	0.994490002626217
"Canx"	11.5955229470176	-0.498478299476463	0.804967081608506	-0.619253023962658	0.535749685849958	0.994490002626217
"Cap1"	4.23113338198198	0.0735608408853789	1.06469795948614	0.0690908066743002	0.944917338753817	0.994490002626217
"Cap2"	0.492745885853662	-0.00935000009991939	0.896060554975212	-0.0104345627625334	0.99167457455218	0.994490002626217
"Capg"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"Capn1"	0.980663116270957	1.14641745722625	1.05520289938905	1.08644267172694	0.277283191267196	0.994490002626217
"Capn10"	0.984690706131859	0.496992921486887	1.08145262931523	0.459560509646716	0.645831710021617	0.994490002626217
"Capn11"	0	NA	NA	NA	NA	NA
"Capn12"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"Capn13"	0	NA	NA	NA	NA	NA
"Capn15"	0	NA	NA	NA	NA	NA
"Capn2"	0	NA	NA	NA	NA	NA
"Capn3"	0	NA	NA	NA	NA	NA
"Capn5"	1.71938141226372	1.06524553994433	1.14005255541011	0.934382836027355	0.350106448280708	0.994490002626217
"Capn6"	0	NA	NA	NA	NA	NA
"Capn7"	0.78351431215728	-0.971090850541089	1.01225764570846	-0.959331702415977	0.337391669436303	0.994490002626217
"Capn8"	0	NA	NA	NA	NA	NA
"Capn9"	0	NA	NA	NA	NA	NA
"Capns1"	6.44470854230986	1.0396382171696	0.973342987678146	1.06811086156751	0.285470506959483	0.994490002626217
"Capns2"	0	NA	NA	NA	NA	NA
"Caprin1"	13.5624789005714	-0.344921496051024	0.763213574695464	-0.451933125257441	0.651317159989246	0.994490002626217
"Caprin2"	1.02948672229638	-0.54990300700475	1.0878000975891	-0.505518438749458	0.613194751074853	0.994490002626217
"Caps2"	0	NA	NA	NA	NA	NA
"Capsl"	0	NA	NA	NA	NA	NA
"Capza1"	0	NA	NA	NA	NA	NA
"Capza2"	2.24016615820326	0.142522375813744	1.14108905236243	0.124900309505798	0.900602473340655	0.994490002626217
"Capza3"	0	NA	NA	NA	NA	NA
"Capzb"	2.81300103445366	-1.72261419336251	1.1394787022654	-1.51175637590924	0.13059585093949	0.994490002626217
"Car1"	0	NA	NA	NA	NA	NA
"Car10"	0	NA	NA	NA	NA	NA
"Car11"	0	NA	NA	NA	NA	NA
"Car12"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"Car13"	1.5149784940037	-0.0432008404031952	1.14139416055528	-0.0378491864564808	0.969807927323353	0.994490002626217
"Car14"	0	NA	NA	NA	NA	NA
"Car15"	0	NA	NA	NA	NA	NA
"Car2"	0.495972410139099	-0.00644982997850094	0.897628842156918	-0.00718540857377377	0.994266922769189	0.994490002626217
