Geneid	smallsample1.fastq_tophat/accepted_hits.bam	smallsample2.fastq_tophat/accepted_hits.bam
Ppp1r37	1	0
Gemin7	1	0
Zfp296	1	1
Clasrp	1	0
Relb	0	1
Clptm1	2	2
Apoc2	0	0
Apoc4	0	0
Apoc1	0	1
Apoe	27	10
Tomm40	7	4
Pvrl2	3	5
Bcam	3	5
Cblc	0	0
Bcl3	0	2
Gm19345	0	0
Ceacam16	0	0
Ceacam19	0	0
Pvr	2	3
Igsf23	0	0
Ceacam20	0	0
Nlrp9b	0	0
Vmn1r91	0	0
Gm16442	0	0
Gm16451	0	0
Vmn1r93	0	0
Gm10666	0	0
Vmn1r142	0	0
Vmn1r94	0	0
Vmn1r143	0	0
Vmn1r95	0	0
Gm6164	0	0
Gm8653	0	0
Gm8453	0	0
Gm4498	0	0
Vmn1r118	0	0
Gm4133	0	0
Gm4187	0	0
Vmn1r-ps79	0	0
Gm5728	0	0
Gm8660	0	0
Vmn1r100	0	0
Vmn1r101	0	0
Vmn1r149	0	0
Gm10665	0	0
Gm10670	0	0
Vmn1r103	0	0
Vmn1r152	0	0
Vmn1r104	0	0
Gm5726	0	0
Gm8677	0	0
Gm4141	0	0
Gm4201	0	0
Gm4541	0	0
Vmn1r130	0	0
Vmn1r155	0	0
Vmn1r165	0	0
Vmn1r137	0	0
Vmn1r107	0	0
Vmn1r111	0	0
Vmn1r166	0	0
Vmn1r138	0	0
Vmn1r131	0	0
Gm4567	0	0
Gm6902	0	0
Vmn1r112	0	0
Vmn1r113	0	0
Vmn1r114	0	0
Vmn1r115	0	0
Vmn1r116	0	0
Vmn1r117	0	0
Vmn1r119	0	0
Vmn1r120	0	0
Vmn1r121	0	0
Vmn1r122	0	0
Vmn1r123	0	0
Vmn1r124	0	0
Vmn1r125	0	0
Vmn1r126	0	0
Gm4214	0	0
Gm4175	0	0
Vmn1r127	0	0
Vmn1r128	0	0
Vmn1r129	0	0
Vmn1r132	0	0
Vmn1r139	0	0
Gm4177	0	0
Gm4216	0	0
Vmn1r163	0	0
Vmn1r135	0	0
Gm8720	0	0
Gm5725	0	0
Gm5891	0	0
Gm10662	0	0
Vmn1r148	0	0
Vmn1r151	0	0
Gm8693	0	0
Vmn1r157	0	0
Vmn1r158	0	0
Vmn1r159	0	0
Vmn1r160	0	0
Nlrp4e	0	0
Nlrp5	0	0
Vmn1r167	0	0
Vmn1r168	0	0
Vmn1r169	0	0
Vmn1r170	0	0
Vmn1r171	0	0
Vmn1r172	0	0
Vmn1r173	0	0
Vmn1r174	0	0
Vmn1r175	0	0
Vmn1r176	0	0
Vmn1r177	0	0
Vmn1r178	0	0
Vmn1r179	0	0
Vmn1r180	0	0
Vmn1r181	0	0
V1rd18	0	0
V1rd19	0	0
Vmn1r183	0	0
Zfp180	0	2
Zfp112	0	0
Zfp235	0	1
Zfp114	0	0
Zfp111	1	0
Zfp109	0	0
Zfp108	0	0
Zfp93	0	0
Zfp61	0	0
Zfp94	0	0
Tescl	0	0
Lypd5	0	0
Kcnn4	0	0
Smg9	0	3
Irgc1	0	0
Plaur	0	0
Cadm4	0	0
Zfp428	1	1
Irgq	2	0
Pinlyp	0	0
Xrcc1	0	1
Zfp575	0	0
Ethe1	1	0
Phldb3	0	0
Lypd3	0	0
Gm4598	0	0
Tex101	0	1
BC049730	0	0
Gm4763	0	0
Cd177	0	0
Ceacam10	0	0
Gm5893	0	0
Lypd4	0	0
Dmrtc2	0	0
Rps19	2	3
Cd79a	0	0
Arhgef1	6	3
Rabac1	3	0
Mir7046	0	0
Atp1a3	2	0
Mir7047	0	0
Grik5	2	1
Zfp574	1	2
Pou2f2	0	0
Mir6537	0	0
D930028M14Rik	0	0
Dedd2	2	1
Mir7048	0	0
Zfp526	0	1
Gsk3a	2	2
9130221H12Rik	0	0
Erf	2	2
Cic	4	4
Pafah1b3	2	0
Prr19	0	0
Tmem145	0	0
Megf8	5	2
Cnfn	0	0
4732471J01Rik	0	0
Lipe	0	0
Cxcl17	0	0
Ceacam1	0	0
Ceacam2	0	0
Erich4	0	0
Atp5sl	0	2
B3gnt8	0	1
Bckdha	0	3
Exosc5	2	0
Tmem91	0	0
B9d2	1	0
Tgfb1	0	0
Ccdc97	2	2
Hnrnpul1	7	5
Axl	0	0
Cyp2s1	1	0
Cyp2b10	0	0
Cyp2b13	0	0
Cyp2b9	0	0
Vmn1r184	0	0
Cyp2a4	0	0
Nlrp9c	0	0
Nlrp4a	0	0
Nlrp9a	0	0
Vmn1r185	0	0
Cyp2b23	0	0
Cyp2b19	0	0
Cyp2g1	0	0
Cyp2a5	0	0
Cyp2a22	0	0
Cyp2a12	0	0
Cyp2f2	0	0
Cyp2t4	0	0
Egln2	1	0
Rab4b	0	0
Mir3101	0	0
Mia	0	0
Snrpa	2	1
BC024978	0	1
Itpkc	0	0
Adck4	0	0
Numbl	1	1
Ltbp4	6	6
Shkbp1	2	0
Sptbn4	1	2
Blvrb	0	3
Sertad3	0	0
Sertad1	0	1
Prx	1	1
Hipk4	0	0
Pld3	5	5
2310022A10Rik	0	2
Akt2	0	1
Ttc9b	0	0
Map3k10	1	0
C030039L03Rik	0	0
Zfp60	1	1
Gm10046	0	0
Zfp59	1	0
Zfp607	0	0
1700049G17Rik	0	0
Zfp780b	0	0
Zfp850	0	1
Psmc4	5	7
Fcgbp	0	0
9530053A07Rik	0	0
Fbl	0	1
Dyrk1b	1	1
Eid2	2	0
Eid2b	0	1
BC089491	0	0
Dll3	0	0
Timm50	3	3
Supt5	7	9
Rps16	4	2
AF357399	0	0
Plekhg2	0	1
Zfp36	0	0
Med29	1	0
Paf1	2	2
Samd4b	3	10
Gmfg	0	0
Lrfn1	0	2
Mir466f-2	0	0
1700028B04Rik	0	0
Ifnl2	0	0
Ifnl3	0	0
Sycn	0	0
Nccrp1	0	0
Pak4	7	5
Mir7049	0	0
Papl	0	0
Fbxo27	0	1
Fbxo17	0	0
Mrps12	0	0
Sars2	0	0
Gm6537	0	0
Nfkbib	0	0
Sirt2	1	0
Gm19897	0	0
Rinl	0	0
Hnrnpl	23	19
Ech1	2	3
Lgals4	0	0
Lgals6	0	0
Lgals7	0	0
Capn12	0	0
Actn4	13	14
Eif3k	4	4
Map4k1	2	1
Ryr1	0	1
Mir1963	0	0
Rasgrp4	2	5
Fam98c	0	0
Spred3	1	0
Ggn	0	1
Psmd8	5	5
Catsperg1	0	0
Kcnk6	0	0
Yif1b	5	0
2200002D01Rik	0	0
Spint2	4	2
Ppp1r14a	0	0
Dpf1	0	0
Sipa1l3	1	1
Catsperg2	0	0
Zfp84	0	0
Mir1964	0	0
Zfp30	0	0
Zfp790	1	0
Zfp940	1	0
Zfp420	1	0
Zfp27	1	0
Mir7668	0	0
Zfp383	0	0
Zfp74	1	1
Zfp568	11	9
Zfp14	0	0
Zfp82	1	0
Zfp566	0	0
Zfp260	2	3
Zfp382	0	0
Zfp146	1	2
Gm5113	0	0
Cox7a1	0	0
Capns1	7	5
Tbcb	0	3
Polr2i	0	0
Ovol3	0	0
Wdr62	3	1
Clip3	2	3
Alkbh6	0	2
Syne4	0	1
Sdhaf1	1	1
Lrfn3	0	0
Tyrobp	0	0
Hcst	0	0
Nfkbid	0	1
Aplp1	1	2
Kirrel2	2	0
Nphs1	2	5
Nphs1os	0	0
Prodh2	0	0
Arhgap33os	0	1
Arhgap33	1	1
BC053749	0	1
Hspb6	0	0
Lin37	0	0
Psenen	0	0
U2af1l4	2	1
Igflr1	1	0
Kmt2b	5	9
Mir3569	0	0
Zbtb32	1	0
Upk1a	0	0
Cox6b1	6	2
Etv2	2	0
Rbm42	4	1
Haus5	0	0
Pmis2	0	0
2200002J24Rik	0	0
Atp4a	0	0
Tmem147	3	1
Gapdhs	0	0
Sbsn	0	0
Dmkn	0	0
Krtdap	0	0
Ffar2	0	0
Ffar3	0	0
Ffar1	0	0
Cd22	0	0
Mag	0	0
Hamp2	0	0
Hamp	0	0
Usf2	1	2
Lsr	1	2
Fam187b	0	0
Fxyd5	0	0
Mir7050	0	0
Fxyd7	0	0
Fxyd1	0	0
Lgi4	0	0
Fxyd3	0	0
Hpn	0	0
Scn1b	0	1
Gramd1a	1	0
Gm10640	0	0
Scgb1b2	0	0
Scgb2b2	0	0
Scgb2b3	0	0
Scgb1b3	0	0
Scgb2b7	0	0
Scgb1b7	0	0
Scgb2b12	0	0
Scgb1b29	0	0
Scgb2b15	0	0
Scgb2b17	0	0
Scgb2b19	0	0
Scgb1b19	0	0
Scgb2b20	0	0
Scgb1b20	0	0
Scgb2b23-ps	0	0
Scgb2b24	0	0
Scgb1b24	0	0
Scgb2b26	0	0
Scgb2b27	0	0
Scgb1b27	0	0
Scgb1b30	0	0
Wtip	1	2
Uba2	19	11
Pdcd2l	0	0
Gpi1	9	12
4931406P16Rik	2	2
Lsm14a	5	3
Kctd15	1	0
Chst8	1	0
Pepd	0	1
Cebpg	2	3
Cebpa	0	0
Slc7a10	0	0
Lrp3	1	2
Gpatch1	3	2
Rhpn2	1	1
C230052I12Rik	0	0
Cep89	0	1
Slc7a9	0	1
Tdrd12	2	0
Nudt19	0	0
Rgs9bp	3	0
Ankrd27	0	4
Pdcd5	0	0
Dpy19l3	0	1
Zfp507	2	2
E130304I02Rik	0	0
Tshz3	1	0
Zfp536	0	0
Uri1	8	3
Ccne1	5	6
1600014C10Rik	1	0
Plekhf1	0	0
Pop4	2	1
Gm5591	0	0
Gm21276	0	0
Gm5114	0	0
Zfp939	0	0
Zfp619	0	0
4933402C06Rik	0	0
A230077H06Rik	0	0
Vstm2b	0	0
4930433I11Rik	0	0
Gm4884	0	0
Gm5592	0	0
AI987944	0	0
Vmn2r57	0	0
AW146154	0	0
Zfp788	0	1
Vmn2r-ps54	0	0
Vmn2r58	0	0
Vmn2r59	0	0
Vmn2r60	0	0
Vmn2r61	0	0
Vmn2r-ps60	0	0
4933421I07Rik	0	0
9830147E19Rik	0	1
Gm5595	0	1
Vmn2r62	0	0
Gm2381	0	0
Vmn2r63	0	0
Gm9268	0	0
Zfp936	0	0
EU599041	1	0
Zfp715	0	2
Siglec5	0	0
Siglecg	0	0
Lim2	0	0
Nkg7	0	0
Cldnd2	0	0
Etfb	2	2
Mir7051	0	0
Vsig10l	0	0
Iglon5	0	0
4931406B18Rik	0	0
Cd33	0	0
Zfp658	0	0
Zfp719	2	0
Zfp819	1	1
Ceacam18	0	0
Siglece	0	0
Ctu1	1	1
Klk14	0	0
Klk13	0	0
2310002F09Rik	0	0
Klk12	0	0
Klk11	0	0
Klk10	0	0
Klk9	0	0
Klk8	1	0
Klk7	0	0
Klk6	0	0
Klk5	0	0
Klk4	0	0
Klk15	0	0
Klk1b7-ps	0	0
Klk1b8	0	0
Klk1b1	0	0
Klk1b9	0	0
Klk1b11	0	0
Klk1b26	0	0
Egfbp2	0	0
Klk1b27	0	0
Klk1b21	0	0
Klk1b22	0	0
Klk1b16	0	0
Klk1b24	0	0
Klk1b3	0	0
Klk1b4	0	0
Klk1b5	0	0
Klk1	0	0
1700028J19Rik	0	0
2410002F23Rik	1	1
Snord88c	0	0
Snord88a	0	0
Acpt	0	0
Clec11a	0	0
Shank1	0	0
1700008O03Rik	1	0
Syt3	0	0
Lrrc4b	1	0
Aspdh	0	0
Josd2	1	0
Mir7052	0	0
Emc10	4	2
Fam71e1	0	0
Mybpc2	0	0
Spib	0	0
Pold1	12	4
Mir7053	0	0
Nr1h2	0	1
Napsa	0	0
Kcnc3	1	1
Myh14	0	1
Izumo2	0	0
Zfp473	1	2
Vrk3	0	1
Atf5	0	0
Nup62-il4i1	0	0
Nup62	4	7
Il4i1	0	0
Tbc1d17	0	2
Akt1s1	0	0
Mir707	0	0
Pnkp	0	0
Ptov1	3	10
Med25	1	5
Fuz	0	1
Ap2a1	3	11
Tsks	0	0
Cpt1c	1	7
Prmt1	14	10
Gm15545	0	0
Bcl2l12	0	0
Irf3	5	3
Scaf1	1	3
Mir7054	0	0
Rras	0	0
Prr12	3	7
Prrg2	0	0
Nosip	3	2
Rcn3	0	1
Fcgrt	0	0
Mir150	0	0
Rps11	16	11
Snord35b	0	0
Rpl13a	19	12
Snord35a	0	0
Snord34	0	0
Snord33	0	0
Mir5121	0	0
Snord32a	0	0
Flt3l	0	0
Aldh16a1	1	3
Pih1d1	1	2
Slc17a7	0	0
Mir7055	0	0
Gfy	0	0
Pth2	0	0
Ccdc155	0	0
Dkkl1	0	0
Tead2	6	4
Cd37	0	0
1700039E15Rik	0	0
Trpm4	1	1
Rpl14-ps1	11	9
Hrc	0	0
Ppfia3	0	0
Mtag2	0	0
Lin7b	1	0
Snrnp70	9	15
Kcna7	0	0
Ntf5	0	0
Lhb	0	0
Ruvbl2	8	10
Gys1	1	1
Ftl1	15	24
Bax	5	4
Dhdh	2	3
Tulp2	0	1
Nucb1	4	4
Ppp1r15a	1	1
Plekha4	0	0
Hsd17b14	0	0
0610005C13Rik	0	0
Bcat2	3	6
Fgf21	0	0
Fut1	0	0
Izumo1	0	0
Rasip1	0	0
Mamstr	0	0
Fut2	0	0
Sec1	0	0
Ntn5	1	0
Car11	0	0
Dbp	0	0
Sphk2	2	0
Rpl18	3	4
Fam83e	0	0
Spaca4	0	0
Sult2b1	0	0
Lmtk3	0	0
Cyth2	1	2
Kcnj14	0	0
Grwd1	3	4
Grin2d	0	0
Kdelr1	2	0
Syngr4	0	0
Tmem143	1	1
Emp3	0	0
Ccdc114	0	0
Abcc6	0	0
Nomo1	9	2
Kcnj11	0	0
Abcc8	0	0
Ush1c	0	0
Otog	0	0
Myod1	0	0
Kcnc1	0	0
Sergef	0	0
Tph1	0	0
Saal1	1	2
Saa3	0	0
Saa4	0	0
Saa1	0	0
Saa2	0	0
Hps5	0	0
Gtf2h1	5	4
Ldha	11	16
Ldhc	0	0
Tsg101	0	0
Uevld	0	0
C86187	0	0
Gm9999	0	0
Spty2d1	1	0
Tmem86a	0	0
Ptpn5	0	0
Mir7056	0	0
Mrgpra6	0	0
Mrgpra9	0	0
Mrgpra1	0	0
Mrgpra2a	0	0
Mrgpra2b	0	0
Mrgpra3	0	0
Mrgpra4	0	0
Mrgprx1	0	0
Mrgprb5	0	0
Mrgprb4	0	0
Mrgprb8	0	0
Mrgprb1	0	0
Mrgprx2	0	0
Mrgprb2	0	0
Mrgprb3	0	0
Zdhhc13	1	1
Csrp3	0	0
E2f8	3	1
Nav2	3	7
Dbx1	0	0
Htatip2	1	0
Prmt3	1	1
Slc6a5	0	0
Nell1	0	0
Nell1os	0	0
4933405O20Rik	0	0
Ano5	0	0
Slc17a6	0	0
Fancf	0	1
Gas2	0	1
Svip	0	0
1700015G11Rik	0	0
Mir6238	0	0
Luzp2	0	0
Siglech	0	0
Tubgcp5	0	2
Cyfip1	2	5
Nipa2	0	0
A230056P14Rik	0	0
Nipa1	0	0
Herc2	1	4
Oca2	0	0
Gabrg3	0	0
Gm9962	0	0
Gabra5	0	0
Mir6389	0	0
Gabrb3	0	0
Atp10a	2	1
Ube3a	2	1
A230073K19Rik	0	0
C230091D08Rik	0	3
Ipw	0	0
Snord116	0	0
Snord116l2	0	0
Snord116l1	0	0
D7Ertd715e	1	1
Snord64	0	1
Snurf	0	0
Snrpn	0	0
B230209E15Rik	0	0
Mir344d-1	0	0
Mir344d-2	0	0
A230057D06Rik	0	0
Mir344d-3	0	0
Mir344e	0	0
Mir344h-1	0	0
Mir344h-2	0	0
Mir344b	0	0
Mir344c	0	0
Mir344	0	0
Mir344-2	0	0
A330076H08Rik	0	0
Mir344g	0	0
Mir344f	0	0
Mir344i	0	0
Ndn	1	0
Magel2	0	0
Mkrn3	0	0
Peg12	0	0
Chrna7	2	1
Otud7a	0	0
Klf13	8	4
E030018B13Rik	0	0
Trpm1	0	0
Mir211	0	0
Mir6416	0	0
Mtmr10	0	2
Fan1	0	0
Mphosph10	8	8
Mcee	0	0
Apba2	0	0
Fam189a1	0	0
Ndnl2	0	0
Tjp1	4	6
Tarsl2	2	2
Tm2d3	1	0
1810008I18Rik	0	0
Pcsk6	2	1
Snrpa1	3	1
Vimp	1	0
Chsy1	1	3
Lrrk1	0	0
Mir7057	0	0
Aldh1a3	0	0
Asb7	2	0
Lins	3	2
Cers3	0	0
Adamts17	0	0
Lysmd4	1	1
Mef2a	2	3
Lrrc28	0	1
Ttc23	1	2
Synm	4	3
4833412C05Rik	0	0
Igf1r	4	1
Pgpep1l	0	0
Gm16157	0	0
Fam169b	1	0
4933436H12Rik	0	0
Gm5334	0	0
Arrdc4	5	1
4930402F11Rik	0	0
Nr2f2	0	0
B130024G19Rik	0	0
Mctp2	0	0
Gm6567	0	0
LOC100505025	0	0
A730056A06Rik	0	0
Rgma	1	0
Chd2	5	3
1810026B05Rik	0	0
Gm4971	0	0
Fam174b	2	0
Gm10619	0	0
Mir7234	0	0
Gm21269	0	0
St8sia2	0	0
Slco3a1	0	0
Sv2b	0	0
1500012K07Rik	0	0
Akap13	0	1
Klhl25	1	0
Agbl1	0	0
Ntrk3	0	0
E430016F16Rik	0	0
Mrpl46	2	0
Mrps11	1	0
Det1	0	0
Mir7-2	0	0
Aen	5	1
Isg20	0	0
Acan	0	0
Hapln3	0	0
Mfge8	3	3
Abhd2	0	2
Rlbp1	0	0
Fanci	1	6
Polg	2	1
AI854517	0	0
Mir9-3	0	0
Rhcg	0	0
Ticrr	4	3
Kif7	0	2
Plin1	0	0
Pex11a	0	1
Wdr93	0	0
Mesp1	0	0
Mesp2	0	0
Anpep	0	0
Ap3s2	3	1
2610034B18Rik	0	0
Zfp710	3	3
Gm21057	0	0
Idh2	4	8
Sema4b	4	2
Cib1	0	0
Gdpgp1	0	0
Ttll13	0	0
Ngrn	1	1
Vps33b	1	0
Prc1	11	4
Rccd1	1	0
Unc45a	1	2
Hddc3	0	1
Man2a2	2	0
Fes	0	0
Furin	2	0
Blm	3	8
Crtc3	0	0
Gm15880	0	0
Iqgap1	7	7
Zscan2	1	0
Wdr73	0	2
Nmb	0	0
Sec11a	2	1
Zfp592	1	3
Alpk3	2	0
Slc28a1	1	0
Pde8a	2	1
Rps17	0	0
Cpeb1	1	0
Ap3b2	1	0
BC048679	0	0
2900076A07Rik	0	0
Mir1839	0	0
Fsd2	0	0
Whamm	0	3
Homer2	1	1
Fam103a1	0	0
3110040N11Rik	1	2
Btbd1	0	1
Tm6sf1	0	0
Hdgfrp3	1	1
Bnc1	0	0
Gm20744	0	0
Sh3gl3	0	0
Adamtsl3	0	0
Fam154b	0	0
Eftud1	0	0
4933406J10Rik	0	0
Mex3b	0	1
4933430H16Rik	0	0
Tmc3	0	0
Stard5	0	1
Il16	0	0
1700026D08Rik	0	0
Mesdc1	0	1
Mesdc2	1	3
Cemip	0	0
Abhd17c	0	7
Arnt2	1	3
Gm2115	0	0
Fah	0	1
Zfand6	1	2
2610206C17Rik	0	0
Olfr291	0	0
Olfr290	0	0
Vmn2r65	0	0
Vmn2r66	0	0
Vmn2r67	0	0
Vmn2r68	0	0
Vmn2r69	0	0
Vmn2r70	0	0
Vmn2r71	0	0
Vmn2r72	0	0
Vmn2r73	0	0
Vmn2r74	0	0
Vmn2r75	0	0
Vmn2r76	0	0
Olfr310	0	0
Olfr309	0	0
Olfr308	0	0
Olfr307	0	0
Olfr305	0	0
Olfr304	0	0
Olfr303	0	0
Olfr301	0	0
Olfr299	0	0
Olfr298	0	0
Olfr297	0	0
Olfr295	0	0
Olfr294	0	0
Olfr293	0	0
Olfr292	0	0
Folh1	0	0
Vmn2r77	0	0
Vmn2r78	0	0
Vmn2r79	0	0
Nox4	0	0
Tyr	0	0
Grm5	0	0
Ctsc	0	0
Rab38	0	0
Tmem135	1	0
Fzd4	0	0
AI314278	0	0
Prss23	0	0
Me3	0	0
Ccdc81	0	0
l7Rn6	0	1
Eed	2	3
E230029C05Rik	0	0
2310010J17Rik	0	0
Picalm	7	8
Ccdc83	0	0
Sytl2	0	0
Ccdc89	0	0
Crebzf	3	0
Tmem126a	0	1
Tmem126b	1	0
Dlg2	0	0
Ccdc90b	2	2
Ankrd42	0	0
Pcf11	3	2
4632427E13Rik	0	0
Rab30	0	1
4632434I11Rik	0	4
Prcp	1	0
Fam181b	0	0
Tenm4	0	2
Mir708	0	0
Mir6394	0	0
Gm15412	0	0
Gm15413	0	0
Nars2	1	0
Gab2	0	0
Usp35	0	1
Kctd21	0	0
Alg8	1	0
Ndufc2	2	2
Thrsp	0	0
Kctd14	0	0
Ints4	5	4
Aamdc	0	0
Rsf1	4	2
Clns1a	3	3
Aqp11	0	1
Pak1	2	1
Gdpd4	0	0
Myo7a	1	0
Capn5	0	1
Omp	0	0
Gm16938	0	0
B3gnt6	0	0
Acer3	1	1
Tsku	0	0
Gucy2d	0	0
Lrrc32	0	0
2210018M11Rik	1	1
Prkrir	1	3
Wnt11	0	0
Uvrag	0	0
Dgat2	0	0
Mogat2	0	0
LOC381967	0	0
Map6	3	0
Serpinh1	5	5
Gdpd5	0	0
Klhl35	0	0
Rps3	54	46
Snord15b	0	0
Snord15a	0	0
Arrb1	3	4
Mir326	0	0
Gm4980	0	0
Mir3965	0	0
Slco2b1	0	0
Olfr520	0	0
Olfr521	0	0
Neu3	0	0
Spcs2	0	3
Xrra1	0	0
Rnf169	5	4
Chrdl2	0	0
Pold3	1	4
Lipt2	0	0
Kcne3	0	0
Pgm2l1	1	0
Gpx2-ps1	0	0
P4ha3	0	0
Ppme1	2	3
C2cd3	2	2
Ucp3	0	0
Ucp2	9	3
Dnajb13	0	0
Coa4	1	0
Mrpl48	0	1
Rab6a	4	5
Plekhb1	1	0
Fam168a	1	3
Relt	0	0
Arhgef17	3	1
Mir3102	0	0
P2ry6	0	0
P2ry2	0	0
Fchsd2	4	2
Atg16l2	1	0
Stard10	1	0
Arap1	0	0
Pde2a	0	0
Mir139	0	0
Art2a-ps	0	0
Art2b	0	0
Clpb	4	1
Phox2a	0	0
Inppl1	6	5
Folr2	0	0
Folr1	1	0
Anapc15	1	0
Tomt	0	1
Lamtor1	1	0
Lrrc51	0	0
Numa1	11	10
Il18bp	0	0
Rnf121	1	0
Xntrpc	0	0
Xndc1	0	0
Trpc2	0	0
Art5	0	0
Art1	0	0
Chrna10	0	0
Nup98	8	9
Pgap2	1	1
Rhog	0	3
Stim1	0	0
Rrm1	5	8
Olfr543	0	0
Olfr544	0	0
Olfr545	0	0
Olfr547	0	0
Olfr549	0	0
Trim21	0	0
Olfr550	0	0
Olfr551	0	0
Olfr552	0	0
Olfr553	0	0
Olfr554	0	0
Olfr555	0	0
Olfr556	0	0
Trim68	0	0
Olfr557	0	0
Olfr558	0	0
Olfr33	0	0
Olfr559	0	0
Olfr78	0	0
Olfr560	0	0
Olfr561	0	0
Olfr564	0	0
Olfr566	0	0
Olfr568	0	0
Olfr569	0	0
Olfr570	0	0
Olfr571	0	0
Olfr572	0	0
Olfr574	0	0
Olfr575	0	0
Olfr576	0	0
Olfr577	0	0
Olfr578	0	0
Olfr582	0	0
Olfr583	0	0
Olfr584	0	0
Olfr585	0	0
Olfr586	0	0
Olfr589	0	0
Olfr591	0	0
Olfr592	0	0
Olfr593	0	0
Olfr594	0	0
Usp17ld	0	0
Olfr596	0	0
Olfr597	0	0
Olfr598	0	0
Olfr599	0	0
Olfr600	0	0
Olfr601	0	0
Olfr603	0	0
Usp17lc	0	0
Olfr605	0	0
Olfr606	0	0
Olfr608	0	0
Olfr609	0	0
Olfr610	0	0
Olfr611	0	0
Olfr612	0	0
Olfr613	0	0
Olfr615	0	0
Olfr616	0	0
Olfr617	0	0
Olfr618	0	0
Olfr619	0	0
Olfr620	0	0
Olfr622	0	0
Olfr623	0	0
Olfr624	0	0
Olfr243	0	0
Olfr628	0	0
Olfr629	0	0
Olfr630	0	0
Olfr69	0	0
Olfr68	0	0
Olfr67	0	0
Hbb-b2	0	0
Hbb-bt	0	0
Hbb-bs	0	0
Hbb-b1	0	0
Hbb-bh2	0	0
Hbb-bh1	0	0
Hbb-y	0	0
Olfr66	0	0
Olfr64	0	0
Olfr65	0	0
Olfr631	0	0
Olfr632	0	0
Olfr633	0	0
Olfr635	0	0
Olfr638	0	0
Olfr639	0	0
Olfr640	0	0
Olfr641	0	0
Olfr642	0	0
Olfr643	0	0
Olfr644	0	0
Olfr645	0	0
Olfr646	0	0
4931431F19Rik	0	0
Ubqln3	0	0
Ubqlnl	0	0
E030002O03Rik	0	0
Olfr648	0	0
Olfr649	0	0
Trim6	9	7
Trim34a	0	1
Trim12a	0	0
Gm15133	0	0
Trim34b	0	0
Trim12c	0	1
Trim30b	0	0
Trim30a	0	0
Trim30d	0	0
Trim30e-ps1	0	0
Olfr651	0	0
Olfr652	0	0
Olfr653	0	0
Olfr654	0	0
Olfr655	0	0
Olfr656	0	0
Olfr657	0	0
Olfr658	0	0
Olfr659	0	0
Olfr661	0	0
Olfr663	0	0
Usp17le	0	0
Usp17lb	0	0
Usp17la	0	0
Olfr665	0	0
Olfr666	0	0
Olfr667	0	0
Olfr668	0	0
Olfr669	0	0
Olfr670	0	0
Olfr671	0	0
Olfr672	0	0
Olfr675	0	0
Olfr676	0	0
Olfr677	0	0
Olfr678	0	0
Olfr679	0	0
Olfr681	0	0
Olfr683	0	0
Olfr684	0	0
Olfr685	0	0
Olfr686	0	0
Olfr688	0	0
Olfr689	0	0
Olfr690	0	0
Olfr691	0	0
Olfr692	0	0
Fam160a2	2	3
Gm5901	0	0
Cnga4	0	0
Cckbr	0	0
Prkcdbp	0	0
Smpd1	0	0
Apbb1	0	0
Hpx	0	0
Trim3	2	2
Arfip2	1	0
Timm10b	0	0
Rrp8	1	1
Ilk	0	0
Taf10	2	2
Tpp1	3	3
Dchs1	0	0
Mrpl17	1	4
Gm15645	0	0
Gm4070	0	0
Gvin1	0	0
Gm18853	0	0
Gm17757	0	0
Gm8979	0	0
Gm8989	0	0
Gm4759	0	0
Gm1966	0	0
Olfr693	0	0
Olfr694	0	0
Olfr695	0	0
Olfr697	0	0
Olfr698	0	0
Olfr699	0	0
Olfr700	0	0
Olfr701	0	0
Olfr702	0	0
Olfr703	0	0
Olfr704	0	0
Olfr705	0	0
Olfr706	0	0
Olfr707	0	0
Olfr1532-ps1	0	0
Olfr710	0	0
Olfr6	0	0
Olfr711	0	0
Olfr2	0	0
Olfr713	0	0
Olfr714	0	0
Olfr17	0	0
Gm10081	0	0
Olfr715	0	0
Olfr716	0	0
Nlrp14	0	0
Rbmxl2	0	1
Mir1970	0	0
Syt9	0	1
Olfml1	0	0
Ppfibp2	1	0
Cyb5r2	0	0
Ovch2	0	0
Olfr467	0	0
Olfr469	0	0
Olfr470	0	0
Olfr472	0	0
Olfr473	0	0
Olfr474	0	0
Olfr476	0	0
Olfr477	0	0
Olfr478	0	0
Olfr479	0	0
Olfr480	0	0
Olfr481	0	0
Olfr482	0	0
Olfr483	0	0
Olfr484	0	0
Olfr485	0	0
Olfr486	0	0
Olfr487	0	0
Olfr488	0	0
Olfr490	0	0
Olfr491	0	0
Olfr492	0	0
Olfr493	0	0
Olfr494	0	0
Olfr495	0	0
Olfr497	0	0
Olfr498	0	0
Olfr502	0	0
Olfr503	0	0
Olfr504	0	0
Olfr506	0	0
Olfr507	0	0
Olfr508	0	0
Olfr509	0	0
Olfr510	0	0
Olfr512	0	0
Olfr513	0	0
Olfr514	0	0
Olfr516	0	0
Olfr517	0	0
Olfr518	0	0
Olfr519	0	0
Nlrp10	0	0
Eif3f	7	6
Tub	0	1
Ric3	0	0
Lmo1	0	0
Stk33	0	0
Trim66	0	0
Rpl27a	0	0
Snora3	0	0
St5	1	0
Akip1	1	0
BC051019	0	0
Ascl3	0	0
Tmem9b	1	0
Nrip3	0	0
Scube2	0	0
Dennd5a	2	3
Tmem41b	0	0
1600010M07Rik	0	0
Ipo7	12	18
